Estimate,Std. Error,z value,Pr(>|z|),term
-7.335172535969267,8.391511863008208,-0.8741181155096095,0.3820539329924707,(Intercept)
1.4964943882528647,1.0631424267377783,1.4076142110561936,0.15924533709089195,AHSG_001
3.7735777986133208,1.5191922537973177,2.483936966622245,0.012993880604367247,CLEC3B_020
0.1402900088307264,0.4292747530456286,0.3268070340391405,0.7438138389205211,COMP_023
-3.4372720451270724,1.2858160224739414,-2.6732222845642233,0.007512645168514077,F9_027
-1.5170172136629188,0.593959061599432,-2.5540770597519735,0.01064696902209363,LRG1_042
2.7167665914809547,1.2644918276224397,2.148504665774831,0.03167368613845735,MCAM_047
-1.1074383190263053,0.7607192169646514,-1.4557780247028582,0.1454539925083878,MRC1_073..
