Estimate,Std. Error,z value,Pr(>|z|),term
-17.531917243035245,17.97711066270349,-0.975235541015394,0.3294434362121837,(Intercept)
3.2726605478173862,1.8625440022851898,1.7570916680637334,0.07890218567786644,AHSG_001
2.2103710840012813,1.9929948688393635,1.1090701328742048,0.2673999282112345,CLEC3B_020
-0.36379134812996344,1.8847140069912587,-0.19302204301580844,0.8469417048758654,COMP_023
-3.2194155741080244,2.6299451226369683,-1.2241379283534295,0.22090020012570954,F9_027
-2.9540432841928954,1.267641705656221,-2.330345610287154,0.019787891940998257,LRG1_042
5.278801734182676,2.961510755381658,1.78246920920008,0.0746727480602596,MCAM_047
-3.688169577293584,2.4848044237251194,-1.4842896857710948,0.13773208542074922,MRC1_073..
