Peptide,A19_17_PR3 active,A19_18_PR3 active,A19_19_PR3 active,1828_PR3 active,A19_22_PR3 active,A19_26_PR3 active,A20_1_PR3 active,A20_3_PR3 active,A20_21_PR3 active,A20_22_PR3 active,A20_25_PR3 active,A20_26_PR3 active,A20_33_PR3 active,A20_45_PR3 active,A20_52_PR3 active,A20_21_PR3 active,141_PR3 active,A21_3_PR3 active,A21_10_PR3 active,96_PR3 active,3_PR3 active,A21_1_PR3 active,A21_4_PR3 active,A21_12_PR3 active,A21_13_PR3 active,A21_6_PR3 active,A21_14_PR3 active,A20_40_PR3 active,A18_13_PR3 active,A21_16_PR3 active,A21_17_PR3 active,A21_18_PR3 active,A20_59_PR3 active,A20_60_PR3 active,A20_61_PR3 active,A20_62_PR3 active,A20_64_PR3 active,1318_PR3 active,A20_65_PR3 active,1758_PR3 active,A21_7_MPA active,A21_9_MPA active,A21_15_MPA active,A20_56_MPA active,A21_2_MPA active,A21_5_MPA active,A20_66_MPA active,1808_MPA active,A19_21_MPA active,A19_24_MPA active,A20_19_MPA active,A20_18_MPA active,A20_24_MPA active,A20_32_MPA active,A20_38_MPA active,A20_39_MPA active,A20_44_MPA active,A20_49_MPA active,A20_34_MPA active,A18_21_PR3 remission,1763_PR3 remission,A20_30_PR3 remission,A20_57_PR3 remission,A20_55_PR3 remission,A20_60_PR3 remission,A20_63_PR3 remission,A20_28_PR3 remission,1286_PR3 remission,A20_67_PR3 remission,A20_68_PR3 remission,A20_69_PR3 remission,3_PR3 remission,A19_20_PR3 remission,1826_PR3 remission,A20_20_PR3 remission,A18_1_PR3 remission,A20_27_PR3 remission,A18_10_PR3 remission,1726_PR3 remission,A19_25_PR3 remission,A20_35_PR3 remission,A18_14_PR3 remission,4_PR3 remission,A18_8_PR3 remission,1868_PR3 remission,A20_41_PR3 remission,A20_42_PR3 remission,A20_43_PR3 remission,1836_PR3 remission,A18_28_PR3 remission,A20_23_PR3 remission,1334_PR3 remission,A20_51_PR3 remission,1760_PR3 remission,1823_PR3 remission,1533_MPA Remission,A21_5_MPA Remission,A21_8_MPA Remission,1803_MPA Remission,A20_4_MPA Remission,A21_21_MPA Remission,A18_31_MPA Remission,A20_18_MPA Remission,1566_MPA Remission,A20_31_MPA Remission,A20_32_MPA Remission,1827_MPA Remission,A20_50_MPA Remission,A20_54_MPA Remission,A20_19_MPA Remission,HC01_HC,HC02_HC,HC03_HC,HC04_HC,HC05_HC,HC06_HC,HC07_HC,HC08_HC,HC09_HC,HC10_HC,HC11_HC,HC14_HC,HC15_HC,HC16_HC,HC17_HC,HC18_HC,HC19_HC,HC19_8_HC,HC20_HC,HC21_HC,HC22_HC,HC23_HC,HC24_HC,HC26_HC,HC27_HC,HC28_HC,HC29_HC,HC30_HC,HC31_HC,HC32_HC,HC33_HC,HC34_HC,HC36_HC,HC37_HC,HC38_HC,HC39_HC,HC40_HC,HC41_HC,HC42_HC,HC43_HC,HC44_HC,HC45_HC,HC46_HC,HC47_HC,HC48_HC,HC49_HC,HC50_HC,HC51_HC,HC35_HC,HC52_HC
CRP_051 ,-0.652220905,-2.032093763,-1.782893419,-1.477140784,1.26993084,0.158078492,-0.88124156,2.162048817,-0.932636738,-0.911587,-3.541198015,-0.850740671,-0.367731839,-1.410428286,0.945008337,-1.507172585,-5.122805595,1.174981594,-0.507993042,1.553753734,-0.805156469,-0.375758737,-0.821126103,-3.443791389,0.07874646,-3.865647554,-7.039784908,-1.776453853,-2.057692051,-1.0475173,-1.375945926,-0.343915612,-3.651087761,-2.672082663,-0.77398479,-1.772998333,0.231800973,-0.847102761,0.444985032,0.55345881,-4.296190739,-1.135427594,-3.2961905,-3.431286812,-0.465539902,-1.384583712,-0.443398863,1.212818265,-3.259806395,-2.479552746,-1.471128583,-0.286128253,-3.19231534,2.126080751,-1.301870346,-1.389866948,-3.448508501,-1.010715604,-4.853084087,-2.935668945,-3.380821705,-4.218934059,-5.054092884,-5.148160934,-0.836758971,-6.965784073,-4.313297749,-3.450084448,-5.493296623,-3.171368361,-7.158429146,0.180657059,-5.01624918,-3.559792042,-4.820106983,-6.243318081,-1.587706208,-5.636660576,-5.480357647,-4.068543911,-4.573466778,-4.779917717,-3.77595973,-4.11528492,-4.516222954,-5.200249672,-7.643856049,-6.058893681,-0.4219791,-5.956795216,-3.979373455,-6.878321171,-2.445362091,-7.078258991,-1.217591405,-5.587272644,-4.20605135,-4.287712574,-3.758281946,-4.710283756,-6.811978817,-3.680382013,0.425459355,-3.834441662,-5.216249943,-0.968040228,-5.512925148,-5.76415062,-6.895394802,-0.310969263,-7.356975079,-8.587272644,-5.861447811,-4.351074696,-9.380822182,-7.45482254,-7.828280926,-5.122805595,-7.020925999,-6.030324459,-3.395928621,-8.039784431,-9.200249672,-8.200249672,-5.137965202,-6.137965202,-6.587272644,-4.96128273,-4.20605135,-7.158429146,-6.345198154,-9.702750206,-9.200249672,-10.70275021,-5.811978817,-9.828280449,-9.702750206,-11.2877121,-6.643856049,-5.912672997,-6.733123779,-6.287712574,-8.48035717,-6.878321171,-8.587272644,-3.742748022,-9.965784073,-9.587272644,-9.587272644,-8.895395279,-5.651087761,-12.2877121,-8.643856049,-8.532824516,-7.702749729,-6.493296623,-4.8079319,-8.333516121,-11.70275021,-7.702749729
F9_025 ,1.418297887,1.679919124,1.82113874,0.635522306,1.803681731,2.155846357,1.806159139,2.394980431,1.71329987,1.498301864,1.985937595,1.854594111,1.96406579,2.631663084,2.340590715,1.260387063,1.748332381,1.78856039,2.193235636,0.852957666,1.587124825,1.320484638,1.246772885,1.37939918,1.943471193,0.988266647,0.946581125,1.26177156,1.43087399,1.820607901,1.811717629,1.465295315,2.043554544,1.597983956,1.655855536,1.437121153,2.102658272,1.264476418,1.862233162,1.243181586,0.881194711,1.782660127,1.04753828,0.848798156,1.300006628,1.176195025,1.455754638,1.438931584,1.396049857,2.014783859,1.535605073,1.008200049,1.093425035,1.782366633,1.212631583,1.209016562,1.683786273,0.964805245,1.679018378,1.166715384,1.122473955,1.150754571,1.542654276,0.782072961,1.274291515,1.026658535,0.932968199,1.290424466,0.780226052,1.413214922,1.079429269,1.667665124,1.396323919,1.043414474,0.602741897,1.273873925,1.674324989,1.239825726,1.588516831,1.252052188,0.993638098,0.710701764,0.794935703,1.729574442,1.117495537,1.194969654,1.007482648,1.391327739,1.865720868,1.568615913,1.408331394,1.510252953,1.642285585,0.090175912,1.958285928,0.778292716,1.393416286,1.152897239,1.190045834,1.244886994,1.007912993,1.096396804,0.669389665,0.253747225,1.13743794,1.109226823,1.083655953,1.437067866,0.869792461,1.821342826,0.544782043,0.279174149,1.167871714,1.068533301,1.068464398,0.841087461,0.526269138,1.177024841,0.988339245,0.81811434,1.461580992,0.769687116,0.379510045,0.150819659,1.392317414,0.83818531,0.891496956,0.971589506,0.55522722,0.182565153,0.84567064,0.914870679,0.326767415,0.762561381,1.224596024,0.709819913,0.617580593,0.816640615,0.644779265,1.219772458,1.104672194,1.646807909,1.302055836,1.046491027,1.031607032,1.595885515,1.150234699,1.872040749,1.315102458,0.404031128,1.19446528,1.126510382,1.112566829,0.66675657,1.154971957,1.239459157,0.782156885,1.063088775,0.694033265,0.82928133
FCGBP_131 ,-6.779917717,-6.67300272,-6.532824993,-7.795859337,-6.629500866,-6.107803345,-7.702749729,-7.45482254,-6.392894745,-6.546245098,-7.615286827,-5.629500866,-6.629500866,-9.380822182,-6.158429146,-6.179187775,-6.058893681,-6.380821705,-6.717856884,-5.795859337,-7.702749729,-6.861447811,-5.725470066,-7.733123779,-6.748553753,-7.67300272,-7.333516121,-7.615286827,-6.878321171,-5.316168785,-4.669326782,-5.276484966,-7.179187775,-6.930160522,-5.930160522,-6.861447811,-6.333516121,-3.981650829,-5.974829197,-6.779917717,-6.587272644,-5.546245098,-7.020925999,-7.039784908,-5.259806156,-5.526161194,-6.287712574,-5.956795216,-6.29902792,-6.795859337,-6.76415062,-4.205563545,-6.601212025,-7.002310276,-6.930160522,-4.729291439,-6.097887993,-8.287712097,-6.601212025,-6.137965202,-6.333516121,-5.480357647,-6.702749729,-6.717856884,-6.947862148,-5.293358803,-5.573466778,-5.601212025,-5.687799454,-6.380821705,-5.327710629,-6.405069351,-5.608232021,-6.137965202,-7.26534462,-5.844769001,-5.386845589,-5.127840996,-6.442222118,-6.049307823,-5.486812592,-6.519527912,-5.895394802,-5.163590908,-5.276484966,-5.665660381,-6.506352901,-6.058893681,-5.417347908,-6.587272644,-5.993091583,-5.374823093,-6.417347908,-5.956795216,-5.546245098,-7.405069351,-5.532824993,-6.345198154,-6.030324459,-5.76415062,-7.097887993,-5.248793602,-4.187049866,-6.442222118,-6.405069351,-5.651087761,-5.795859337,-6.506352901,-7.039784908,-6.243318081,-7.158429146,-6.078258991,-6.078258991,-7.158429146,-5.993091583,-6.442222118,-6.25428915,-6.158429146,-6.587272644,-6.615286827,-6.088039875,-7.200249672,-6.493296623,-7.702749729,-6.127840996,-7.158429146,-5.587272644,-6.861447811,-6.287712574,-5.67300272,-6.878321171,-6.179187775,-7.137965202,-6.158429146,-5.886833191,-13.2877121,-6.643856049,-9.039784431,-5.594225407,-6.480357647,-6.345198154,-5.237864017,-5.76415062,-4.684085846,-6.658355713,-5.526161194,-6.158429146,-6.748553753,-6.895394802,-7.002310276,-6.429731369,-6.380821705,-5.573466778,-7.895394802,-5.25428915,-5.594225407,-6.356975079,-6.168771267,-5.930160522,-7.058893681
GPX3_121 ,1.770744562,1.285402179,1.662479043,1.571337104,1.949609637,2.596004963,1.696216464,1.400319338,1.621618152,1.963104129,2.456753492,1.028639913,2.173191309,1.503908396,0.172743529,1.060670018,1.752320409,2.093830585,1.896853089,-0.065974273,1.975740194,0.959473431,0.88807106,2.102658272,1.186880708,2.280154467,0.900180876,1.689612269,0.692070067,1.958323002,2.052137613,1.791564107,1.217106581,1.567496777,1.263214707,0.410449684,1.495439291,1.30328393,1.764770746,0.718876719,1.557728767,1.817991495,0.959250867,1.127831459,1.849158645,1.425835252,0.945832431,1.779469848,0.856467903,1.898943543,2.338624001,1.041243076,2.132807255,1.665892959,0.538339436,0.877822757,2.12128067,1.055265069,1.590626001,0.815411448,1.649063587,1.400155425,1.530220628,1.268015027,1.218719125,1.730183363,1.145090461,1.317593575,1.835398674,2.047573328,1.745022178,1.921893358,2.212880611,1.485117674,2.777325153,1.678522706,1.797303557,1.851918936,1.696572661,1.298834205,2.504798412,2.344856977,2.242084265,2.397885084,2.173639059,2.287708759,2.370805979,2.374622107,1.561106086,2.478997707,2.253626108,2.139764071,1.559198022,1.331246614,1.505230427,1.905889988,1.878058314,1.041733623,1.742437482,1.635382891,2.067432165,1.403104067,0.935685992,2.135009289,1.436161876,1.771463037,1.569345236,1.460690141,1.521302104,1.184661031,1.531718254,0.867580235,1.663116932,1.631150842,1.015711546,1.37428844,1.838588834,1.205016971,1.529621124,1.530570149,1.54309988,1.676312566,2.017351866,1.475863099,1.825459957,1.153481007,1.890135407,1.292192698,1.612777114,1.71949017,2.012961864,2.332450151,1.724912167,2.046036959,1.719095826,1.85567081,1.936213851,1.870384455,2.425298214,1.644410014,1.64006567,1.975373387,1.564085364,1.626859546,1.525918484,1.801779509,1.334511042,1.388244629,1.529021263,1.13894546,1.7537328,0.843340695,1.275364637,1.56510973,1.074710965,1.295722961,1.51035428,1.509290457,1.668573022,1.274649262
H6PD_029 ,-8.078259468,-7.828280926,-6.519527912,-9.039784431,-8.587272644,-8.380822182,-8.532824516,-8.532824516,-8.333516121,-9.380822182,-8.895395279,-9.587272644,-9.039784431,-8.702750206,-8.48035717,-8.828280449,-10.11778736,-9.287712097,-8.287712097,-8.828280449,-8.380822182,-9.117787361,-8.828280449,-9.117787361,-8.895395279,-9.702750206,-10.2877121,-10.11778736,-7.67300272,-8.965784073,-8.643856049,-8.643856049,-9.039784431,-8.895395279,-7.861447811,-9.702750206,-7.429731369,-9.117787361,-8.643856049,-8.333516121,-9.828280449,-8.702750206,-9.587272644,-9.48035717,-8.828280449,-10.96578407,-8.895395279,-9.380822182,-9.200249672,-8.828280449,-9.702750206,-9.039784431,-9.117787361,-9.200249672,-9.117787361,-9.287712097,-8.702750206,-8.587272644,-9.380822182,-9.702750206,-9.380822182,-8.828280449,-9.587272644,-9.965784073,-8.895395279,-9.287712097,-9.587272644,-9.287712097,-9.039784431,-10.70275021,-9.587272644,-8.48035717,-9.200249672,-8.643856049,-9.965784073,-7.895394802,-9.48035717,-8.587272644,-9.039784431,-9.702750206,-8.965784073,-9.587272644,-8.702750206,-8.587272644,-8.895395279,-8.429731369,-10.11778736,-9.48035717,-9.828280449,-8.965784073,-8.965784073,-9.965784073,-8.965784073,-9.965784073,-9.287712097,-9.587272644,-9.587272644,-9.287712097,-9.234375,-10.11778736,-12.2877121,-8.643856049,-9.200249672,-9.587272644,-9.287712097,-8.76415062,-9.702750206,-9.702750206,-9.117787361,-9.702750206,-11.70275021,-9.380822182,-9.117787361,-9.587272644,-9.48035717,-9.702750206,-7.117787361,-9.965784073,-9.587272644,-10.2877121,-9.039784431,-9.965784073,-9.48035717,-10.48035717,-9.828280449,-9.48035717,-8.895395279,-8.333516121,-10.11778736,-9.200249672,-9.702750206,-9.828280449,-9.200249672,-9.48035717,-9.380822182,-8.965784073,-9.587272644,-9.48035717,-9.039784431,-9.117787361,-9.587272644,-9.039784431,-9.200249672,-9.287712097,-9.965784073,-8.702750206,-9.287712097,-9.48035717,-9.380822182,-10.2877121,-9.039784431,-9.702750206,-9.828280449,-9.48035717,-9.287712097,-9.48035717,-9.965784073,-9.380822182,-8.76415062,-9.587272644
HSPA8_080 ,-7.26534462,-8.895395279,-8.643856049,-11.70275021,-9.039784431,-8.587272644,-9.702750206,-8.243318558,-10.11778736,-10.48035717,-8.643856049,-9.702750206,-9.828280449,-10.2877121,-8.243318558,-10.70275021,-10.48035717,-9.039784431,-7.795859337,-9.287712097,-9.828280449,-9.965784073,-10.11778736,-10.11778736,-9.965784073,-9.287712097,-9.965784073,-10.48035717,-8.828280449,-8.039784431,-7.356975079,-10.11778736,-8.117787361,-9.039784431,-9.965784073,-10.2877121,-10.48035717,-10.11778736,-7.895394802,-8.895395279,-12.2877121,-7.861447811,-9.828280449,-9.828280449,-9.965784073,-13.2877121,-10.48035717,-9.117787361,-10.11778736,-10.70275021,-9.965784073,-9.587272644,-9.287712097,-9.117787361,-10.48035717,-10.48035717,-10.48035717,-10.70275021,-10.96578407,-10.11778736,-12.2877121,-10.70275021,-9.587272644,-9.48035717,-9.380822182,-12.2877121,-11.2877121,-13.2877121,-9.965784073,-9.965784073,-12.2877121,-13.2877121,-9.702750206,-9.965784073,-11.2877121,-10.96578407,-8.76415062,-10.2877121,-10.48035717,-9.828280449,-10.96578407,-10.2877121,-10.2877121,-9.828280449,-9.380822182,-9.287712097,-9.965784073,-9.48035717,-10.2877121,-9.287712097,-7.76415062,-10.70275021,-10.96578407,-8.828280449,-8.039784431,-10.07677174,-8.965784073,-13.2877121,-10.11778736,-10.70275021,-10.70275021,-9.48035717,-10.11778736,-11.2877121,-10.48035717,-9.702750206,-10.2877121,-10.11778736,-10.48035717,-7.310432434,-9.48035717,-10.11778736,-9.828280449,-10.11778736,-10.48035717,-10.96578407,-10.48035717,-10.96578407,-10.96578407,-8.965784073,-10.2877121,-11.70275021,-10.07677174,-10.96578407,-10.96578407,-10.70275021,-10.96578407,-9.965784073,-10.96578407,-10.70275021,-10.11778736,-10.96578407,-10.48035717,-10.70275021,-9.965784073,-10.11778736,-10.48035717,-10.11778736,-9.965784073,-9.702750206,-10.48035717,-10.48035717,-10.96578407,-10.96578407,-10.70275021,-7.965784073,-9.587272644,-10.70275021,-10.48035717,-11.70275021,-9.200249672,-10.48035717,-9.702750206,-10.2877121,-9.702750206,-10.2877121,-10.11778736,-10.96578407,-9.828280449,-10.70275021
IGFBP3_093 ,-6.405069351,-6.442222118,-5.559792042,-6.895394802,-5.448508739,-5.493296623,-6.380821705,-5.553002834,-6.811978817,-4.633076191,-5.102837086,-7.76415062,-6.480357647,-6.287712574,-6.779917717,-6.368849277,-6.380821705,-5.687799454,-5.895394802,-5.310432434,-5.680382252,-6.179187775,-6.200249672,-6.276484966,-6.26534462,-6.717856884,-5.921390057,-6.210896969,-6.878321171,-5.53951931,-7.380821705,-6.861447811,-7.310432434,-8.243318558,-7.480357647,-7.76415062,-5.795859337,-6.828280926,-6.532824993,-6.26534462,-5.895394802,-7.310432434,-5.442222118,-6.480357647,-5.398969173,-5.680382252,-6.107803345,-7.310432434,-6.559792042,-6.417347908,-6.601212025,-7.702749729,-6.429731369,-7.200249672,-5.838794708,-6.601212025,-6.200249672,-6.368849277,-5.546245098,-5.608232021,-5.386845589,-5.29902792,-5.221623421,-5.636660576,-7.333516121,-5.200249672,-5.368849277,-5.58035326,-5.448508739,-5.553002834,-5.248793602,-5.687799454,-5.938984394,-5.553002834,-5.869859695,-6.058893681,-4.908333778,-5.69525528,-4.669326782,-5.702749729,-5.622376442,-5.287712574,-5.748553753,-6.168771267,-6.179187775,-5.532824993,-5.506352901,-5.417347908,-5.573466778,-5.368849277,-4.729291439,-5.643856049,-4.997693539,-5.122805595,-5.287712574,-5.356975079,-5.194955349,-5.772012711,-5.912672997,-5.11278677,-5.665660381,-5.680382252,-6.779917717,-5.53951931,-5.779917717,-6.020925999,-5.102837086,-4.993091583,-5.25428915,-5.532824993,-6.058893681,-5.168771267,-5.480357647,-5.461163998,-5.163590908,-5.665660381,-5.345198154,-7.179187775,-6.380821705,-6.546245098,-5.237864017,-5.651087761,-5.276484966,-5.811978817,-5.132894039,-5.210896969,-6.643856049,-5.429731369,-5.811978817,-4.98850441,-5.237864017,-5.687799454,-6.117787361,-5.137965202,-5.499809742,-5.687799454,-5.480357647,-5.53951931,-5.519527912,-5.392894745,-5.143054008,-4.368849277,-5.232429981,-4.76415062,-5.467533588,-5.088039875,-6.078258991,-4.756330967,-5.025617599,-5.756330967,-5.107803345,-5.811978817,-5.947862148,-5.45482254,-5.772012711,-5.553002834,-5.068543911,-5.553002834,-5.36289978,-5.237864017
IGHV1-24_034 ,-6.25428915,-6.200249672,-5.69525528,-7.795859337,-5.573466778,-7.733123779,-6.405069351,-6.097887993,-6.243318081,-7.405069351,-3.89324975,-7.078258991,-7.221623421,-6.844769001,-6.811978817,-5.58035326,-7.67300272,-6.137965202,-4.333516121,-6.733123779,-7.243318081,-7.702749729,-8.587272644,-7.221623421,-4.365871429,-8.429731369,-7.002310276,-6.058893681,-7.243318081,-6.137965202,-6.442222118,-6.733123779,-8.078259468,-6.011588097,-7.058893681,-7.429731369,-5.687799454,-5.725470066,-5.423526287,-7.310432434,-6.392894745,-5.179187775,0.518535137,-3.867752314,-7.45482254,-5.956795216,-2.837532043,-4.930160522,-5.025617599,-5.392894745,-3.684086084,-7.137965202,-6.983931541,-2.800877333,-3.874084473,-7.506352901,-3.595968962,-6.559792042,-5.486812592,-6.039784908,-4.943416595,-7.200249672,-7.058893681,-7.039784908,-7.200249672,-4.429731369,-4.970299721,-1.962406993,-4.088039875,-8.002309799,-5.636660576,-4.654716969,-5.795859337,-5.417347908,-5.259806156,-6.020925999,-5.189680099,-8.158429146,-5.049307823,-7.76415062,-7.310432434,-7.45482254,-3.92796278,-4.563198566,-6.429731369,-5.287712574,-8.200249672,-4.570035934,-6.861447811,-6.221623421,-7.67300272,-6.519527912,-6.519527912,-7.506352901,-7.002310276,-6.717856884,-6.368849277,-4.522840977,-2.915935755,-5.380821705,-5.333516121,-5.039784908,-7.287712574,-4.030324459,-7.615286827,-4.316168785,-8.76415062,-5.26534462,-6.25428915,-4.461163998,-8.48035717,-9.039784431,-5.587272644,-7.76415062,-6.895394802,-5.15328598,-7.965784073,-5.608232021,-4.324816227,-6.189680099,-5.608232021,-7.67300272,-5.710283756,-7.200249672,-5.608232021,-1.757793784,-5.636660576,-5.102837086,-8.532824516,-5.270904064,-8.200249672,-5.356975079,-5.756330967,-7.356975079,-13.2877121,-7.221623421,-6.983931541,-7.559792042,-4.824187756,-2.669327021,-5.680382252,-3.706511736,-6.039784908,-4.752437115,-5.566613197,-4.477140903,-7.333516121,-7.405069351,-7.587272644,-7.287712574,-4.979373455,-7.429731369,-6.148160934,-5.030324459,-7.828280926,-6.368849277,-7.861447811,-7.26534462,-8.48035717,-7.559792042
ITIH4_105 ,-3.202903986,-3.75438261,-3.445362091,-3.457989693,-2.97256279,-3.136695862,-2.449296236,-2.738890409,-3.620600939,-4.080698013,-4.058893681,-3.297608376,-3.314732552,-2.225666285,-3.55809164,-3.777937412,-5.088039875,-2.545403004,-2.726424456,-3.58035326,-4.26534462,-2.465141535,-3.213570833,-3.77595973,-3.838563681,-4.282087803,-4.150721073,-4.296190739,-3.477140665,-3.326262712,-3.521183491,-3.469130278,-3.129102707,-3.473931074,-4.213571072,-3.049307585,-3.167474508,-3.348133087,-2.766111851,-3.83650136,-3.631287575,-2.414268255,-3.706511736,-3.477140665,-2.577766895,-3.409661531,-3.104076862,-2.79686141,-2.79686141,-2.941198587,-3.237863779,-2.486812592,-3.777937412,-2.73024869,-2.761213303,-3.352547169,-3.57862854,-2.830331564,-4.615286827,-4.787866592,-3.950090408,-4.117787361,-3.522840738,-4.044538498,-3.762191534,-3.573466778,-3.371832848,-3.206894875,-4.030324459,-3.853084087,-3.878321409,-3.184424639,-3.240588427,-3.658355713,-3.764150381,-4.013916969,-3.309001923,-3.98850441,-3.752437115,-3.309001923,-3.76023531,-3.439089298,-3.083141327,-3.925768614,-3.888968706,-3.85935235,-4.290533066,-3.224317312,-3.224317312,-3.457989693,-3.667492628,-3.990796089,-2.685013533,-4.665660381,-3.832385063,-3.869859695,-3.884700298,-4.636660576,-6.26534462,-3.507992983,-3.544560909,-4.429731369,-3.197599888,-4.365871429,-4.037414074,-4.392894745,-3.956795454,-4.210896969,-3.795859337,-2.770043135,-5.748553753,-5.687799454,-6.058893681,-4.197599888,-5.398969173,2.347438812,-4.268121719,-4.293358803,-4.549620152,-4.816037178,-5.107803345,-4.640254021,-5.102837086,-5.553002834,-4.461163998,-4.445362091,-5.717856884,-5.194955349,-5.270904064,-4.566613197,-6.828280926,-4.559792042,-5.158429146,-4.908333778,-4.342268467,-4.202904224,-4.840629101,-3.599462032,-5.232429981,-4.439089298,-3.974829435,-4.45482254,-4.432844162,-4.025617599,-5.137965202,-4.039784908,-5.553002834,-5.158429146,-5.216249943,-7.895394802,-4.270904064,-4.143054008,-4.025617599,-4.158429146,-4.163590908,-4.979373455,-4.676687717,-4.493296623,-5.853084087,-4.768075943
KRT2_085 ,-10.96578407,-10.96578407,-11.2877121,-10.96578407,-10.96578407,-11.2877121,-9.828280449,-11.2877121,-11.2877121,-11.70275021,-10.96578407,-10.91570187,-10.96578407,-10.96578407,-10.70275021,-10.96578407,-10.70275021,-10.2877121,-10.48035717,-11.2877121,-10.96578407,-11.2877121,-11.2877121,-10.70275021,-11.2877121,-11.2877121,-9.828280449,-10.96578407,-11.2877121,-11.2877121,-11.2877121,-11.70275021,-11.2877121,-6.733123779,-11.2877121,-11.2877121,-10.96578407,-11.2877121,-10.96578407,-10.96578407,-11.2877121,-11.2877121,-10.96578407,-11.2877121,-10.96578407,-10.70275021,-11.2877121,-11.70275021,-11.2877121,-10.96578407,-10.96578407,-11.2877121,-11.70275021,-10.70275021,-9.828280449,-11.2877121,-10.96578407,-11.70275021,-11.2877121,-11.2877121,-10.96578407,-10.48035717,-10.96578407,-11.70275021,-10.96578407,-11.2877121,-11.70275021,-10.70275021,-11.70275021,-10.70275021,-10.48035717,-10.96578407,-11.2877121,-11.70275021,-10.96578407,-11.2877121,-11.2877121,-11.2877121,-10.96578407,-11.2877121,-10.70275021,-10.48035717,-10.96578407,-9.828280449,-10.96578407,-11.2877121,-10.96578407,-11.2877121,-10.48035717,-11.2877121,-10.96578407,-10.48035717,-10.70275021,-10.96578407,-9.200249672,-10.96578407,-11.2877121,-11.2877121,-9.587272644,-11.70275021,-10.70275021,-11.2877121,-11.70275021,-10.91570187,-10.96578407,-10.70275021,-10.48035717,-10.96578407,-11.2877121,-10.96578407,-9.828280449,-11.2877121,-11.2877121,-11.70275021,-10.70275021,-11.2877121,-10.96578407,-9.828280449,-11.70275021,-11.2877121,-10.2877121,-10.96578407,-10.96578407,-8.287712097,-10.70275021,-10.70275021,-10.96578407,-10.70275021,-11.2877121,-10.96578407,-10.96578407,-10.2877121,-11.70275021,-8.965784073,-11.70275021,-10.96578407,-11.70275021,-10.96578407,-9.828280449,-10.96578407,-10.96578407,-9.702750206,-10.96578407,-10.96578407,-11.2877121,-11.2877121,-10.96578407,-9.702750206,-11.2877121,-9.702750206,-11.70275021,-10.70275021,-10.48035717,-10.48035717,-10.70275021,-10.70275021,-10.96578407,-11.2877121,-10.96578407,-9.965784073
KRT6B_037 ,-11.2877121,-11.70275021,-11.70275021,-11.2877121,-12.2877121,-11.2877121,-10.96578407,-11.2877121,-12.2877121,-11.2877121,-13.2877121,-11.2877121,-11.2877121,-11.37565136,-11.2877121,-11.2877121,-10.96578407,-11.2877121,-10.96578407,-10.48035717,-11.37565136,-10.96578407,-10.96578407,-11.37565136,-11.37565136,-10.96578407,-10.96578407,-11.2877121,-12.2877121,-11.70275021,-11.2877121,-11.2877121,-11.2877121,-11.2877121,-11.70275021,-11.2877121,-11.37565136,-11.70275021,-10.96578407,-11.37565136,-10.96578407,-11.2877121,-11.37565136,-11.37565136,-10.96578407,-10.48035717,-10.70275021,-10.96578407,-10.96578407,-12.2877121,-10.96578407,-10.96578407,-13.2877121,-10.96578407,-11.37565136,-12.2877121,-11.37565136,-10.96578407,-11.37565136,-11.2877121,-12.2877121,-10.70275021,-11.2877121,-11.37565136,-11.37565136,-11.37565136,-11.37565136,-11.37565136,-13.2877121,-11.70275021,-11.2877121,-11.37565136,-10.96578407,-11.37565136,-12.2877121,-10.96578407,-11.37565136,-11.2877121,-11.37565136,-11.2877121,-10.96578407,-11.2877121,-11.2877121,-11.2877121,-11.2877121,-12.2877121,-11.2877121,-11.2877121,-11.37565136,-11.70275021,-11.2877121,-11.2877121,-11.2877121,-10.96578407,-11.37565136,-10.96578407,-11.2877121,-10.96578407,-11.37565136,-11.37565136,-11.37565136,-11.2877121,-10.96578407,-10.96578407,-11.2877121,-13.2877121,-11.2877121,-11.2877121,-10.96578407,-13.2877121,-10.70275021,-11.37565136,-11.37565136,-10.96578407,-11.37565136,-11.37565136,-11.70275021,-10.96578407,-11.37565136,-11.2877121,-10.96578407,-11.2877121,-12.2877121,-11.2877121,-11.37565136,-11.37565136,-11.37565136,-12.2877121,-11.2877121,-11.37565136,-11.2877121,-11.2877121,-11.2877121,-10.96578407,-10.96578407,-11.2877121,-11.2877121,-10.96578407,-11.37565136,-11.37565136,-11.2877121,-11.37565136,-11.70275021,-13.2877121,-11.37565136,-11.37565136,-10.96578407,-11.37565136,-11.70275021,-11.2877121,-10.96578407,-10.96578407,-11.2877121,-11.2877121,-10.96578407,-11.2877121,-10.96578407,-10.96578407,-10.96578407,-10.96578407
